product_handle	variant_title	sku	price_usd	price_usd_cents	acquisition_price_usd	acquisition_price_cents	manage_inventory	allow_backorder	option_1_name	option_1_value	option_2_name	option_2_value	option_3_name	option_3_value	weight	length	width	height	metadata_json
thc-drink-shots-50mg-40ct	Pineapple • 50mg • 40ct	D9-DRK-50-PINE-40CT	65.00	6500	30.00	3000	FALSE	TRUE	Flavor	Pineapple	Count (ct)	40ct	Strength (mg)	50	850.00	4	4	6	{"variant_description":"Find where precision meets peace. Each packet in this 40‑count box of Pineapple Delta 9 THC shots contains 50mg of lab‑tested, hemp‑derived D9. Enjoy straight or mixed—zero mess, zero guesswork. All‑natural and non‑GMO, with the quality you expect from Barney's Botanicals.","variant_product_details":["50mg of Delta 9 Syrup per packet","2000mg of Delta 9 Syrup per box","40 packets per box","Third-party ISO lab tested","Other available flavors: Tropical, Blue Razz, Pink Lemonade","Pineapple Flavor"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors and coloring, and terpenes."}
thc-drink-shots-50mg-40ct	Tropical • 50mg • 40ct	D9-DRK-50-TROP-40CT	65.00	6500	30.00	3000	FALSE	TRUE	Flavor	Tropical	Count (ct)	40ct	Strength (mg)	50	850.00	4	4	6	{"variant_description":"Wrap up your day the right way. These Tropical Delta 9 THC shots are crafted to help you relax and reset—no mess, no guesswork. Each packet delivers 50mg of hemp‑derived D9. All‑natural flavoring, non‑GMO, and made to Barney's Botanicals quality standards.","variant_product_details":["50mg of Delta 9 Syrup per packet","2000mg of Delta 9 Syrup per box","40 packets per box","Third-party ISO lab tested","Other available flavors: Pineapple, Blue Razz, Pink Lemonade","Tropical Flavor"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors and coloring, and terpenes."}
thc-drink-shots-50mg-40ct	Pink Lemonade • 50mg • 40ct	D9-DRK-50-PINKLEM-40CT	65.00	6500	30.00	3000	FALSE	TRUE	Flavor	Pink Lemonade	Count (ct)	40ct	Strength (mg)	50	850.00	4	4	6	{"variant_description":"Precision crafted for pure relaxation. Each Pink Lemonade‑flavored Delta 9 THC shot packet delivers 50mg of carefully tested hemp‑derived D9. With 40 easy‑to‑use packets, enjoy effortless peace—on its own or in your favorite drink. All‑natural and non‑GMO, with the quality you expect from Barney's Botanicals.","variant_product_details":["50mg of Delta 9 Syrup per packet","2000mg of Delta 9 Syrup per box","40 packets per box","Third-party ISO lab tested","Other available flavors: Tropical, Pineapple, Blue Razz","Pink Lemonade Flavor"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors and coloring, and terpenes."}
thc-drink-shots-50mg-1ct	Blue Razz • 50mg • 1ct	D9-DRK-50-BLUERAZZ-1CT	2.50	250	0.85	85	FALSE	TRUE	Flavor	Blue Razz	Count (ct)	1ct	Strength (mg)	50	21.25	4	4	6	{"variant_description":"Good things come in small packages. Savor the taste of tranquil calm with our 50mg D9 THC shot in Blue Razz. Sip it straight or mix into a drink—good vibes await. Each packet contains 50mg of hemp‑derived Delta 9 oil and the quality you expect from Barney's Botanicals. Looking to go beyond the single shot? Our 40‑count box is the answer.","variant_product_details":["50mg of Delta 9 Syrup","Third-party ISO lab tested","Blue Razz Flavor","Other available flavors: Tropical, Pineapple, Pink Lemonade"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors and coloring, and terpenes."}
thc-drink-shots-50mg-1ct	Pink Lemonade • 50mg • 1ct	D9-DRK-50-PINKLEM-1CT	2.50	250	0.85	85	FALSE	TRUE	Flavor	Pink Lemonade	Count (ct)	1ct	Strength (mg)	50	21.25	4	4	6	{"variant_description":"Find your moment of mellow with our 50mg D9 THC shot in Pink Lemonade. Perfect solo or mixed into your favorite drink. Each packet contains 50mg of hemp‑derived Delta 9 oil and Barney's Botanicals quality. One packet not enough? Stock up with the 40‑count box.","variant_product_details":["50mg of Delta 9 Syrup","Third-party ISO lab tested","Pink Lemonade Flavor","Other available flavors: Tropical, Blue Razz, Pineapple"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors and coloring, and terpenes."}
thc-drink-shots-50mg-1ct	Tropical • 50mg • 1ct	D9-DRK-50-TROP-1CT	2.50	250	0.85	85	FALSE	TRUE	Flavor	Tropical	Count (ct)	1ct	Strength (mg)	50	21.25	4	4	6	{"variant_description":"Chill out and sip in style with our 50mg D9 THC shot in Tropical flavor. Great on its own or as a mixer. Each packet contains 50mg of hemp‑derived Delta 9 oil and Barney's Botanicals quality. Need more than a one‑and‑done? Grab the 40‑count box.","variant_product_details":["50mg of Delta 9 Syrup","Third-party ISO lab tested","Tropical Flavor","Other available flavors: Pineapple, Blue Razz, Pink Lemonade"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors and coloring, and terpenes."}
thc-drink-shots-50mg-1ct	Pineapple • 50mg • 1ct	D9-DRK-50-PINE-1CT	2.50	250	0.85	85	FALSE	TRUE	Flavor	Pineapple	Count (ct)	1ct	Strength (mg)	50	21.25	4	4	6	{"variant_description":"Taste the tropics with our 50mg D9 THC shot in Pineapple. Sip straight or mix it up. Each packet contains 50mg of hemp‑derived Delta 9 oil and Barney's Botanicals quality. Craving more? The 40‑count box has you covered.","variant_product_details":["50mg of Delta 9 Syrup","Third-party ISO lab tested","Pineapple Flavor","Other available flavors: Tropical, Blue Razz, Pink Lemonade"],"variant_ingredients":"Water, sugar, 100% hemp-derived delta 9 THC distillate, lecithin, citric acid, natural flavors and coloring, and terpenes."}
thc-cereal-bars	Lucky Puff • 160mg	D9-CER-160-LUCKY	15.00	1500	7.50	750	FALSE	TRUE	Flavor	Lucky Puff	Strength (mg)	160	Count (ct)	2ct	70.87	4	4	6	{"variant_description":"Experience an euphoric burst of flavor with these \"magically delicious\" treats and enjoy the expansive effects of D9 THC edibles. Every pack contains 2 cereal bars, each infused with 80mg of the finest hemp-derived Delta 9 oil. We recommend starting with small servings so you can gauge your tolerance. These delicious cereal bars contain the superior quality and purity that you can expect from Barney's Botanicals. Available in six additional flavors.","variant_product_details":["Mood-enhancing","80mg Delta 9 THC per bar","160mg Delta 9 THC edibles per package","Third-party ISO lab tested","Serving Size 1 Bar","Flavor: Lucky Puff","Additional Flavors: Peanut Butter, Cinnamon Toast, Marshmallow Dream, Apple Bites, Cocoa Crunch, Fruity Bites"],"variant_ingredients":"Produced in facility that processes wheat, soy and peanuts. Whole Grain Oats, Sugar, Oat Flour, Corn Syrup, Modified Corn Starch, Corn Starch, Dextrose, Salt, Gelatin, Trisodium Phosphate, Yellow 5 & 6, Red 40, Blue 1, Natural and Artificial Flavor. Vitamin E (Mixed Tocopherols) Added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Zinc and Iron (Mineral Nutrients), Vitamin C (Sodium Ascorbate), a B Vitamin (Niacinamide), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin Mononitrate), Vitamin A (Palmitate), a B Vitamin (Folic Acid), Vitamin B12, Vitamin D3."}
thc-cereal-bars	Cinnamon Toast • 160mg	D9-CER-160-CINN	15.00	1500	7.50	750	FALSE	TRUE	Flavor	Cinnamon Toast	Strength (mg)	160	Count (ct)	2ct	70.87	4	4	6	{"variant_description":"Tame your hunger with the warmth of cinnamon and the sweetness of sugar in these delicious treats as you elevate your snacking experience, enjoying the relaxing and euphoric effects of D9 THC edibles. Every pack contains 2 cereal bars, each infused with 80mg of the finest hemp-derived Delta 9 oil. We recommend starting with small servings so you can gauge your tolerance. These delicious cereal bars contain the superior quality and purity that you can expect from Barney's Botanicals. Available in six additional flavors.","variant_product_details":["Mood-enhancing","80mg Delta 9 THC per bar","160mg Delta 9 THC edibles per package","Third-party ISO lab tested","Serving Size 1 Bar","Flavor: Cinnamon Toast","Additional Flavors: Peanut Butter, Marshmallow Dream, Apple Bites, Lucky Puff, Cocoa Crunch, Fruity Bites"],"variant_ingredients":"Whole Grain Wheat, Sugar, Rice flour, Rice Bran And Or Canola Oil, Fructose, Maltodextrin. Dextrose, Salt, Cinnamon, Trisodium Phosphate, Soy, Lectine, Caramel Color, Bht Added To Preserve Freshness. Vitamins And Minerals: Calcium Carbonate, Zinc And Iron (Mineral Nutrients), Vitamin C (Sodium Carbonate), Ab Vitamin (Niacinamide), Vitamin B6 (Pyridoxin Hydrochloride),Vitamin B2 (Riboflavin), Vitamin B1 (Thymine Mononitrate),Vitamin A (Palmitate), Vitamin B9 (Folic Acid), Vitamin B12, Vitamin D3."}
thc-cereal-bars	Cocoa Crunch • 160mg	D9-CER-160-COCOA	15.00	1500	7.50	750	FALSE	TRUE	Flavor	Cocoa Crunch	Strength (mg)	160	Count (ct)	2ct	70.87	4	4	6	{"variant_description":"Decadent chocolate and euphoric relaxation await when you indulge in these delicious treats. Savor the mood‑enhancing effects of D9 THC edibles in every bite. Each pack contains 2 cereal bars, each infused with 80mg of the finest hemp‑derived Delta 9 oil. We recommend starting with small servings so you can gauge your tolerance. These cereal bars contain the superior quality and purity you can expect from Barney's Botanicals. Available in six additional flavors.","variant_product_details":["Mood-enhancing","80mg Delta 9 THC per bar","160mg Delta 9 THC edibles per package","Third-party ISO lab tested","Serving Size 1 Bar","Flavor: Cocoa Crunch","Additional Flavors: Peanut Butter, Cinnamon Toast, Marshmallow Dream, Apple Bites, Lucky Puff, Fruity Bites"],"variant_ingredients":"Produced in facility that processes wheat, soy and peanuts. Whole Grain Corn, Sugar, Corn Syrup, Corn Meal, Canola and/or Rice Bran Oil, Cocoa Processed with Alkali, Color Added, Salt, Tricalcium Phosphate, Fructose, Corn Starch, Natural and Artificial Flavor, Trisodium Phosphate, BHT Added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Zinc and Iron (Mineral Nutrients), Vitamin C (Sodium Ascorbate), a B Vitamin (Niacinamide), Vitamin B6, (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin B1, (Thiamin Mononitrate), Vitamin A (Palmitate), a B Vitamin (Folic Acid), Vitamin B12, Vitamin D3."}
thc-cereal-bars	Marshmallow Dream • 160mg	D9-CER-160-RICE	15.00	1500	7.50	750	FALSE	TRUE	Flavor	Marshmallow Dream	Strength (mg)	160	Count (ct)	2ct	70.87	4	4	6	{"variant_description":"Escape from the everyday with these delicious goodies and enjoy a nostalgic nod to your favorite lunch box treat while enjoying the mood‑enhancing effects of D9 THC edibles. Every pack contains 2 cereal bars, each infused with 80mg of the finest hemp‑derived Delta 9 oil. We recommend starting with small servings so you can gauge your tolerance. These cereal bars contain the superior quality and purity you can expect from Barney's Botanicals. Available in six additional flavors.","variant_product_details":["Mood-enhancing","80mg Delta 9 THC per bar","160mg Delta 9 THC edibles per package","Third-party ISO lab tested","Serving Size 1 Bar","Flavor: Marshmallow Dream","Additional Flavors: Peanut Butter, Cinnamon Toast, Apple Bites, Cocoa Crunch, Lucky Puff, Fruity Bites"],"variant_ingredients":"Produced in facility that processes wheat, soy and peanuts. Toasted Rice Cereal (Rice, Sugar, Salt, Malt Flavor, Niacinamide, Iron, Vitamin B2, Folic Acid), Sugar, Vegetable Oil, Butter, Marshmallow."}
thc-cereal-bars	Apple Bites • 160mg	D9-CER-160-APPLE	15.00	1500	7.50	750	FALSE	TRUE	Flavor	Apple Bites	Strength (mg)	160	Count (ct)	2ct	70.87	4	4	6	{"variant_description":"These tangy‑sweet Apple Bites cereal bars deliver an experience described as relaxing and chill. Escape from the everyday with the mood‑enhancing effects of D9 THC edibles while satisfying your hunger. Every pack contains 2 cereal bars, each infused with 80mg of the finest hemp‑derived Delta 9 oil. We recommend starting with small servings so you can gauge your tolerance. These cereal bars contain the superior quality and purity you can expect from Barney's Botanicals. Available in six additional flavors.","variant_product_details":["Mood-enhancing","80mg Delta 9 THC per bar","160mg Delta 9 THC edibles per package","Third-party ISO lab tested","Serving Size 1 Bar","Flavor: Apple Bites","Additional Flavors: Peanut Butter, Cinnamon Toast, Marshmallow Dream, Lucky Puff, Cocoa Crunch, Fruity Bites"],"variant_ingredients":"Corn Flour Blend (Whole Grain Yellow Corn Flour, Degerminated Yellow Corn Flour), Sugar, Wheat Flour, Whole Grain Oat flour, Modified Food Starch, Contains 2% or Less Of Vegetable Oil (Hydrogenated Coconut, Soybean and/or Cottonseed), Oat Fiber, Salt, Soluble Corn Fiber, Degerminated Yellow Corn Flour, Dried Apples, Apple Juice Concentrate, Cornstarch, Cinnamon, Natural Flavor, Modified Corn Starch, Yellow 6, Wheat Starch, Baking Soda, Yellow 5, Red 40, Blue 1, Bht For Freshness. Vitamins And Minerals: Reduced Iron, Niacinamide, Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin Hydrochloride), Folic Acid, Vitamin D3, Vitamin B12."}
thc-cereal-bars	Peanut Butter Puff • 160mg	D9-CER-160-REESES	15.00	1500	7.50	750	FALSE	TRUE	Flavor	Peanut Butter Puff	Strength (mg)	160	Count (ct)	2ct	70.87	4	4	6	{"variant_description":"Elevate your snacking experience with these delicious treats reminiscent of your favorite candy bar and enjoy the expansive effects of D9 THC edibles. Every pack contains 2 cereal bars, each infused with 80mg of the finest hemp‑derived Delta 9 oil. We recommend starting with small servings so you can gauge your tolerance. These cereal bars contain the superior quality and purity you can expect from Barney's Botanicals. Available in six additional flavors.","variant_product_details":["Mood-enhancing","80mg Delta 9 THC per bar","160mg Delta 9 THC edibles per package","Third-party ISO lab tested","Serving Size 1 Bar","Flavor: Peanut Butter Puff","Additional Flavors: Cinnamon Toast, Marshmallow Dream, Apple Bites, Lucky Puff, Cocoa Crunch, Fruity Bites"],"variant_ingredients":"Produced in facility that processes wheat, soy and peanuts. Whole Grain Corn, Sugar, Candy Peanut Butter (Peanuts, Sugar, Monoglycerides, Peanut Oil, Salt, Molasses, Corn Starch), Dextrose, Corn Meal, Corn Syrup, Canola Oil, Salt, Hershey's Cocoa, Caramel Color, Trisodium Phosphate, Natural Flavor. Vitamin E (Mixed Tocopherols) Added to Preserve Freshness. Vitamins and Minerals: Tricalcium Phosphate, Calcium Carbonate, Iron and Zinc (Mineral Nutrients), Vitamin C (Sodium Ascorbate), a B Vitamin (Niacinamide), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin Mononitrate), Vitamin A (Palmitate), a B Vitamin (Folic Acid), Vitamin B12, Vitamin D3."}
thc-cereal-bars	Fruity Bites • 160mg	D9-CER-160-FRUIT	15.00	1500	7.50	750	FALSE	TRUE	Flavor	Fruity Bites	Strength (mg)	160	Count (ct)	2ct	70.87	4	4	6	{"variant_description":"Expand your snacking experience with these fruit‑flavored treats and enjoy the mood‑enhancing effects of D9 THC edibles. Every pack contains 2 cereal bars, each infused with 80mg of the finest hemp‑derived Delta 9 oil. We recommend starting with small servings so you can gauge your tolerance. These cereal bars contain the superior quality and purity you can expect from Barney's Botanicals. Available in six additional flavors.","variant_product_details":["Mood-enhancing","80mg Delta 9 THC per bar","160mg Delta 9 THC edibles per package","Third-party ISO lab tested","Serving Size 1 Bar","Flavor: Fruity Bites","Additional Flavors: Peanut Butter, Cinnamon Toast, Marshmallow Dream, Apple Bites, Lucky Puff, Cocoa Crunch"],"variant_ingredients":"Produced in facility that processes wheat, soy and peanuts. Rice, Sugar, Hydrogenated Vegetable Oil (Coconut And Palm Kernel Oils), Salt, Red 40, Yellow 6, Turmeric Oleoresin (Color), Blue 1, Yellow 5, Blue 2, Bha (To Help Protect Flavor). Vitamins And Minerals: Sodium Ascorbate (Source Of Vitamin C), Ascorbic Acid (Vitamin C), Niacinamide, Reduced Iron, Zinc Oxide (Source Of Zinc), Vitamin B6, Vitamin A Palmitate, Riboflavin (Vitamin B2), Thiamin Mononitrate (Vitamin B1), Folic Acid, Vitamin B12, Vitamin D). Corn Syrup, Modified Cornstarch, Dextrose, Water, Contains Less Than 2% Gelatin, Tetrasodium Pyrophosphate (Whipping Aid), Natural And Artificial Flavor, Pasteurized Cream, canola Oil, Lecithin From Soybeans (Non-Stick Agent), Dimethyl Silicone (For Anti-Foaming), Rosemary Extract (Preservative)."}
thc-chocolate-chunk-cookie	100mg • 1ct	D9-COO-100-CHOCCHUNK	15.00	1500	6.00	600	FALSE	TRUE	Strength	100mg	Count	1ct			57.00	4	4	6	{"variant_description":"Enjoy the mood-enhancing effects of D9 THC while taming your sweet tooth with a chocolate chip cookie designed to elevate your snacking experience. Each pack contains 1 cookie infused with 100mg of the finest hemp-derived Delta 9 oil. We recommend starting with small servings so you can gauge your tolerance. Each cookie contains the superior quality and purity that you can expect from Barney's Botanicals.","variant_product_details":["Mood-enhancing","100mg Delta 9 THC cookie","Third-party ISO lab tested","Serving Size 1/4 cookie","Package contains 1 cookie"],"variant_ingredients":"Chocolate Chunks, Flour, Plant-Based Butter, Brown Sugar, Granulated Sugar, High-Gluten Flour, Water, Pure Vanilla Extract, Vegetable Oil, Arrowroot Flour, Baking Soda, Potassium Sorbate, Salt, 100% Hemp-Derived Delta 9 THC Distillate, and Terpenes. (May Contain Milk & Tree Nuts). Produced in facility that processes wheat, soy and peanuts."}
thc-chocolate-brownie	320mg • 2ct	D9-BRN-320-BROWNIE	15.00	1500	7.00	700	FALSE	TRUE	Strength	320mg	Count	2ct			170.10	4	4	6	{"variant_description":"Indulge in chocolate decadence and enjoy the expansive effects of D9 THC with these rich brownies designed to elevate your snacking experience. Every pack contains 2 brownies, each infused with 160mg of the finest hemp-derived Delta 9 oil. We recommend starting with small servings so you can gauge your tolerance. These brownies contain the superior quality and purity that you can expect from Barney's Botanicals.","variant_product_details":["Unwind and relax","160mg Delta 9 THC per brownie","Serving size: 1 brownie","320mg Delta 9 THC edibles per package","Third-party ISO lab tested"],"variant_ingredients":"Brown sugar, rice flour, egg, chocolate chips (semi-sweet chocolate: (sugar, chocolate, cocoa butter, milk fat, soy lecithin, natural flavor), canola oil, cocoa powder, egg yolk, water, baking powder (corn starch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate), salt, xanthan gum, lactic acid, potassium sorbate. Produced in facility that processes wheat, soy and peanuts."}
